#;Núm. da RI;Ordem;Equipam.;TAG (Campo);Local Instalação;Data Máx. RI;Desc. Componente;Desc. Problema;Texto descritivo da RI
1;20043998;;;;SUA.GLP.PIER01;42973;;;Conteúdo da notaPrio.: CCANCELADANenhuma ação existenteNenhuma medida existenteNenh.item existente
26;20096576;;10328678;TQ532306;NES.TA.SUAPE   .PIER02 .SRO_TQ06;46060;TETO FIXO-EXTERNO-VALV. PRESS. VÁCUO;OUTROS;"Conteúdo da notaPrio.: CINSTALAÇÃO-VAPV teto do tanqueNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSLOCALIZAÇÃO: Teto externo do tanque.INSTALAÇÃO DE VAPV- Remover corta-chama existente não sendo possível reutilizá-lo;- Instalar válvula de alívio de pressão e vácuo com corta- chama;- A válvula de alívio de pressão e vácuo deverá ser fornecida acopladaao corta-chama;- A válvula de pressão e vácuo deve ser dimensionada como especificadona ISO 28300 ou API STD 2000 e atender a pressão e o vácuo de projetoindicados na folha de dado do equipamento, bem como as vazões indicadasno manual de operação para o sistema a qual estar inserido o tanque;- A válvula de alívio de pressão e vácuo deverá ser instalada de maneiraque fique posicionada entre o tanque e o corta-chama;- A tela do corta-chama deve ser de aço inoxidável tipo AISI 304 commalha de abertura de 19 mm de forma a impedir a entrada de pequenosanimais e evitar a possibilidade de obstrução do dispositivo peloproduto armazenado;- O material da JUNTA deve atender aos requisitos de serviço com base noproduto armazenado, temperatura do metal do projeto, temperatura máximado projeto e resistência ao fogo, bem como possuir certificação firesafeAPI-6FB.NOTA¯¯¯¯Esta recomendação de inspeção substitui a RI 20088665 da IN 60088089,sendo mantido seu escopo.ParteObjet TETO FIXO-EXTERNO-VALV. PRESS. VÁCUO"
27;20096578;52668875;10328678;TQ532306;NES.TA.SUAPE   .PIER02 .SRO_TQ06;46060;TETO FIXO-EXTERNO-ISOLAMETO TÉRMICO;OUTROS;"Conteúdo da notaPrio.: CSUBST-CHAPA ISOLAMENTO teto do tanqueNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSLOCALIZAÇÃO: Teto externo do tanque.- Remover as chapas de alumínio danificadas (dano mecânico, amassamentoe desprendimento de chapas) da região da alça de içamento na ligaçãoteto x costado;- Instalar chapas de alumínio classe A (lisas) de 0,8 mm de espessura,recortadas, sobrepostas e rebitadas em função da geometria do respectivodano;- Toda superfície do perímetro da chapa, interface com as alças e cabeçados rebites devem ser vedada com selante não secativo;- Efetuar a limpeza da superfície antes da aplicação do selante nãosecativo, conforme recomendações do respectivo fabricante.NOTA¯¯¯¯Esta recomendação de inspeção substitui a RI 20088675 da IN 60088089,sendo mantido seu escopo.ParteObjet TETO FIXO-EXTERNO-ISOLAMETO TÉRMICO"
28;20099598;;10288281;LINTER UTILIDADES;NES.TA.SUAPE   .UTIL;46060;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CFuro tubulaçãoEsta recomendação substitui a RI 20090843 do relatório de inspeção60086371.Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOExecutar tratamento de superfície e pintura nas regiões que apresentamprocesso corrosivo localizadas no trecho aflorado na linha que interligaà adutora (fotos 3, 4 e 5 do anexo fotográfico do relatório deinspeção número 60102005), incluindo a tubulação, válvulas, flanges erevestimento na região de afloramento. Também realizar reparo de doisfuros localizados nesta região.Realizar serviços conforme norma Petrobras N-0115 e N-0442.ParteObjet LINHA-TUBULAÇÃO
29;20100806;;10384233;PSV470809009;NES.TA.SUAPE   .BOMB02 .CLA;46060;PSV INTERNO-MOLA E SUPORTES;OUTROS;Conteúdo da notaPrio.: COUTROSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSSubstituição de Mola: Recomenda-se substituir a mola por uma que sejacompatível com a pressão de ajuste, garantindo que a pressão de ajusteda válvula PSV-470809009 permaneça em 40,0 kgf/cm².ParteObjet PSV INTERNO-MOLA E SUPORTES
30;20106450;;10358317;LINTER DIESEL 500 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46074;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CSUBSTITUIR OU ENCAPSULAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar regiões dispersas com corrosão atmosférica alveolar, deintensidade leve, no vent que fica localizado no trecho elevado entre ossuportes PS-013-016 e PS-013-015, conforme esquema de pintura condição 4e item 3.2 da norma N-442.REFERÊNCIA: Trecho elevado da tubulação 10""-DS-4708.09-009-C1, entre ossuportes PS-013-016 e PS-013-015 (Tubovia interna - PIPE RACK na Vibra).ParteObjet LINHA-VENT"
31;20106451;;10358317;LINTER DIESEL 500 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46074;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: BENCAPSULAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar regiões dispersas com corrosão atmosférica alveolar, deintensidade leve a moderada, no vent que fica localizado no trechoelevado, sobre o suporte PS-014-085 do 1º LOOP (Tubovia externa -piperack pátio externo VIBRA), conforme esquema de pintura condição 4 eitem 3.2 da norma N-442.REFERÊNCIA: Trecho elevado da tubulação 10""-DS-4708.09-009-C1, sobre osuporte PS-014-085 do 1º LOOP (Tubovia externa - piperack pátio externoVIBRA).ParteObjet LINHA-VENT"
32;20106452;;10358317;LINTER DIESEL 500 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46074;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: BREP PINTURA VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar regiões dispersas com corrosão atmosférica alveolar, deintensidade leve a moderada, no vent que fica localizado no trechoelevado sobre o suporte PS-014-079 do 2º LOOP (Tubovia externa -piperack pátio VIBRA), conforme esquema de pintura condição 4 e item 3.2da norma N-442.REFERÊNCIA: Trecho elevado da tubulação 10""-DS-4708.09-009-C1, sobre osuporte PS-014-079 do 2º LOOP (Tubovia externa - piperack pátio externoVIBRA).ParteObjet LINHA-VENT"
33;20101045;;10321006;TQ532307;NES.TA.SUAPE   .PIER3A .SRO;46077;BACIA DE CONTENÇÃO-BACIA;OUTROS;Conteúdo da notaPrio.: CAdequar Bacia de ContençãoEsta RI cancela e substitui a RI 20089408.Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSESTA RECOMENDAÇÃO SUBSTITUI O ESCOPO DA RI 20089408.Adequar bacia de contenção para o TQ532307 e sistemas auxiliares nomesmo nível (bombas, drenos etc.), conforme parâmetros estabelecidos nasnormas N-38 e N-1753 da PETROBRAS.ParteObjet BACIA DE CONTENÇÃO-BACIA
34;20101046;;10321006;TQ532307;NES.TA.SUAPE   .PIER3A .SRO;46077;FUNDO-DRENOS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CTratar e PintarEsta RI cancela e substitui a RI 20089422.Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOESTA RECOMENDAÇÃO SUBSTITUI O ESCOPO DA RI 20089422.Tratar e pintar dreno instalado no fundo do TQ532307 que sofre processocorrosivo atmosférico de leve intensidade conforme condição 1 da normaN-2 da PETROBRAS (ver Foto 5 do RF60100039).ParteObjet FUNDO-DRENOS
35;20105744;;10328841;LINTER DIESEL 50 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46077;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: BTRATAR E PINTAR TUBULAÇÃOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar pontos com corrosão atmosférica alveolar, deintensidade severa,  no trecho da tubulação 10”-DS-4708.08-009-C1que fica entre os suportes PS-014-086 e PS-014-085 (Tubovia 2 na Vibra).Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442 e apintura conforme a condição 4 da mesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Tubulação 10”-DS-4708.08-009-C1 que fica entre os suportesPS-014-086 e PS-014-085 (Tubovia 2 na Vibra).ParteObjet LINHA-TUBULAÇÃO
36;20105780;;10328841;LINTER DIESEL 50 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46077;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: BTRATAR E PINTAR TUBULAÇÃOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar pontos com corrosão atmosférica alveolar, deintensidade severa, no trecho da tubulação 10”-DS-4708.08-009-C1que fica entre os suportes PS-014-084 e PS-014-083 (Tubovia 2 na Vibra).Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442 e apintura conforme a condição 4 da mesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Trecho da tubulação 10”-DS-4708.08-009-C1 que fica entre ossuportes PS-014-084 e PS-014-083 (Tubovia 2 na Vibra).ParteObjet LINHA-TUBULAÇÃO
37;20105781;;10328841;LINTER DIESEL 50 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46077;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: BTRATAR E PINTAR TUBULAÇÃOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar corrosão atmosférica alveolar, de intensidade severa, no trecho da tubulação 10”-DS-4708.08-009-C1 que fica entre os suportesPS-014-080 e PS-014-079 (Tubovia 2 na Vibra). Realizar o tratamentoconforme o item 3.2 da norma Petrobras N-442 e a pintura conforme acondição 4 da mesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Trecho da tubulação 10”-DS-4708.08-009-C1 que fica entre ossuportes PS-014-080 e PS-014-079 (Tubovia 2 na Vibra).ParteObjet LINHA-TUBULAÇÃO
38;20105784;;10328841;LINTER DIESEL 50 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46077;LINHA-VENT;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CSUBSTITUIR OU ENCAPSULAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar regiões dispersas com corrosão atmosférica alveolar,de intensidade leve, no vent que fica localizado no trecho elevado datubulação 10”-DS-4708.08-009-C1, entre os suportes PS-013-016 e PS-013-015 (Tubovia - PIPE RACK na Vibra). Realizar o tratamento conformeo item 3.2 da norma Petrobras N-442 e a pintura conforme a condição 4 damesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Trecho elevado da tubulação 10”-DS-4708.08-009-C1, entre ossuportes PS-013-016 e PS-013-015 (Tubovia - PIPE RACK na Vibra).ParteObjet LINHA-VENT
39;20105785;;10328841;LINTER DIESEL 50 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46077;LINHA-VENT;PROCESSO CORROSIVO;Conteúdo da notaPrio.: BENCAPSULAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar regiões dispersas com corrosão atmosférica alveolar,de intensidade leve a moderada, no vent que fica localizado no trechoelevado da tubulação 10”-DS-4708.08-009-C1, sobre o suporte PS-014-085(Tubovia 2 na Vibra). Realizar o tratamento conforme o item 3.2 da normaPetrobras N-442 e a pintura conforme a condição 4 da mesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Trecho elevado da tubulação 10”-DS-4708.08-009-C1, sobre osuporte PS-014-085 (Tubovia 2 na Vibra).ParteObjet LINHA-VENT
40;20105787;;10328841;LINTER DIESEL 50 CIAS;NES.TA.SUAPE   .LINPROD.CLA_INT;46077;LINHA-VENT;PROCESSO CORROSIVO;Conteúdo da notaPrio.: BTRATAR E PINTAR VENTAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar regiões dispersas com corrosão atmosférica alveolar,de intensidade leve a moderada, no vent que fica localizado no trechoelevado da tubulação 10”-DS-4708.08-009-C1, sobre o suporte PS-014-079(Tubovia 2 na Vibra). Realizar o tratamento conforme o item 3.2 da normaPetrobras N-442 e a pintura conforme a condição 4 da mesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Trecho elevado da tubulação 10”-DS-4708.08-009-C1, sobre osuporte PS-014-079 (Tubovia 2 na Vibra).ParteObjet LINHA-VENT
41;20101427;;10164250;EF631502;NES.TA.SUAPE   .ARMPR01.GLP_EF02;46080;SIST.COMBATE À INCÊNDIO-CONDIÇÃO GERAL;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CREAV1- substitui RI 20084989Inspeção extraordinária externa para reavaliação das RI 20084989.Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar a substituição dos tubos danificados pela corrosão na tubulaçãode combate a incêndio da calota superior e nos extensores dos sprinklersdo anel de resfriamento da calota inferior.ParteObjet SIST.COMBATE À INCÊNDIO-CONDIÇÃO GERAL
42;20101431;;10164250;EF631502;NES.TA.SUAPE   .ARMPR01.GLP_EF02;46080;ESFERA EXTERNO-VENTS E DRENOS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: CREAV1- substitui RI 20084990Inspeção extraordinária externa para reavaliação da RI 20084990.Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOSubstituir a tomada de amostra K3, que apresenta processo corrosivo dealta intensidade, conforme registro fotográfico anexo.ParteObjet ESFERA EXTERNO-VENTS E DRENOS
43;20100870;;10285946;LINEXT PARAXILENO;NES.TA.SUAPE   .LINPROD.CLA_EXT;46081;LINHA-TUBULAÇÃO;OUTROS;"Conteúdo da notaPrio.: CSTP-045 DUPLA CALHANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSInstalar dupla calha no STP-045 da linha 14""-6313-015-BaPara correção do defeito, a equipe da CS pode optar por uma dasseguintes opções:1 - Instalar dupla calha tripla, sobrepondo a calha existente epreenchendo o espaço vazio com epóxi;2 - Remover calha existente, realizar os respectivos ENDs conforme ASMEPCC-2 e instalar dupla calha simples no local.Para ambos os casos:- Soldar Dupla Calha e no espaço anular entre as calhas e o tubopreencher com epóxi, conforme determina o item 4.5.2.8 da norma N-2737;- Controle de qualidade seguir os itens 4.5.3 e 4.6 da norma PetrobrasN-2737 rev. B;- Soldagem conforme Norma Petrobras N-133 e IEIS específica.- Material conforme Norma Petrobras N-76, padrão Ba;- Fabricação, montagem e controle de qualidade conforme Norma PetrobrasN-115;TRATAMENTO E PINTURATratamento De Superfície- Preparar a superfície conforme o item 3.5 e 3.6 da Norma PetrobrasN-442;- Utilizar métodos que permitam a abertura do perfil de rugosidade de 50a 100 micrometros (jato abrasivo seco/úmido ou hidrojateamento comabrasivos);- Alternativamente, o tratamento pode ser feito através de ferramentasmecânico-rotativas tipo ""wire bristle impact"" ou ""rotary flap"", conformeSSPC SP11. Desde se atinja o grau de limpeza e rugosidades mínimosdeterminados pelo padrão SSPC SP11;- Atender os critérios das tabelas 1 e 2 da norma N-9, na realização dapreparação, mesmo que seja escolhido o SSPC SP11;- Realizar e registrar as medições de rugosidade a cada metro linear detubulação;- Se a pintura for realizada em campo, utilizar o inibidor de ""flashrust"" descrito no item 4.2.2 da norma N-9.Pintura- Aplicar a pintura conforme a Condição 3 da norma N-442;- TINTA DE FUNDO: Aplicar demão única com espessura mínima de películaseca de 300 micrometros do revestimento tipo II, especificado naPETROBRAS N-2912, obrigatoriamente por meio de pistola sem ar;- Aplicar a tinta de fundo no menor tempo possível após o tratamento dasuperfície;- TINTA DE ACABAMENTO: Aplicar uma demão de tinta de poliuretanoacrílico, conforme especificada na PETROBRAS N-2677, por meio de pistolasem ar ou trincha, com espessura mínima de película seca de 70micrometros;- Respeitar criteriosamente os tempos de secagem e entre demãos do fabricante das tintas. Na ausência dessas informações, usar os temposdescritos na norma da tinta;- A alternativa de utilizar a tinta de fundo N-2630 não se aplica a esteserviço;- Realizar todos os testes e emitir os relatórios de controle dequalidade previstos nas normas N-9 e N-13.ParteObjet LINHA-TUBULAÇÃO"
44;20100871;;10285946;LINEXT PARAXILENO;NES.TA.SUAPE   .LINPROD.CLA_EXT;46081;LINHA-TUBULAÇÃO;OUTROS;"Conteúdo da notaPrio.: CSTP-050 DUPLA CALHANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSInstalar dupla calha no STP-050 da linha 14""-6313-015-BaPara correção do defeito, a equipe da CS pode optar por uma dasseguintes opções:1 - Instalar dupla calha tripla, sobrepondo a calha existente epreenchendo o espaço vazio com epóxi;2 - Remover calha existente, realizar os respectivos ENDs conforme ASMEPCC-2 e instalar dupla calha simples no local.Para ambos os casos:- Soldar Dupla Calha e no espaço anular entre as calhas e o tubopreencher com epóxi, conforme determina o item 4.5.2.8 da norma N-2737;- Controle de qualidade seguir os itens 4.5.3 e 4.6 da norma PetrobrasN-2737 rev. B;- Soldagem conforme Norma Petrobras N-133 e IEIS específica.- Material conforme Norma Petrobras N-76, padrão Ba;- Fabricação, montagem e controle de qualidade conforme Norma PetrobrasN-115;TRATAMENTO E PINTURATratamento De Superfície- Preparar a superfície conforme o item 3.5 e 3.6 da Norma PetrobrasN-442;- Utilizar métodos que permitam a abertura do perfil de rugosidade de 50a 100 micrometros (jato abrasivo seco/úmido ou hidrojateamento comabrasivos);- Alternativamente, o tratamento pode ser feito através de ferramentasmecânico-rotativas tipo ""wire bristle impact"" ou ""rotary flap"", conformeSSPC SP11. Desde se atinja o grau de limpeza e rugosidades mínimosdeterminados pelo padrão SSPC SP11;- Atender os critérios das tabelas 1 e 2 da norma N-9, na realização dapreparação, mesmo que seja escolhido o SSPC SP11;- Realizar e registrar as medições de rugosidade a cada metro linear detubulação;- Se a pintura for realizada em campo, utilizar o inibidor de ""flashrust"" descrito no item 4.2.2 da norma N-9.Pintura- Aplicar a pintura conforme a Condição 3 da norma N-442;- TINTA DE FUNDO: Aplicar demão única com espessura mínima de películaseca de 300 micrometros do revestimento tipo II, especificado naPETROBRAS N-2912, obrigatoriamente por meio de pistola sem ar;- Aplicar a tinta de fundo no menor tempo possível após o tratamento dasuperfície;- TINTA DE ACABAMENTO: Aplicar uma demão de tinta de poliuretanoacrílico, conforme especificada na PETROBRAS N-2677, por meio de pistolasem ar ou trincha, com espessura mínima de película seca de 70micrometros;- Respeitar criteriosamente os tempos de secagem e entre demãos do fabricante das tintas. Na ausência dessas informações, usar os temposdescritos na norma da tinta;- A alternativa de utilizar a tinta de fundo N-2630 não se aplica a esteserviço;- Realizar todos os testes e emitir os relatórios de controle dequalidade previstos nas normas N-9 e N-13.ParteObjet LINHA-TUBULAÇÃO"
45;20100872;;10285946;LINEXT PARAXILENO;NES.TA.SUAPE   .LINPROD.CLA_EXT;46081;LINHA-TUBULAÇÃO;OUTROS;"Conteúdo da notaPrio.: CSTP-052 DUPLA CALHANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSInstalar dupla calha no STP-052 da linha 14""-6313-015-BaPara correção do defeito, a equipe da CS pode optar por uma dasseguintes opções:1 - Instalar dupla calha tripla, sobrepondo a calha existente epreenchendo o espaço vazio com epóxi;2 - Remover calha existente, realizar os respectivos ENDs conforme ASMEPCC-2 e instalar dupla calha simples no local.Para ambos os casos:- Soldar Dupla Calha e no espaço anular entre as calhas e o tubopreencher com epóxi, conforme determina o item 4.5.2.8 da norma N-2737;- Controle de qualidade seguir os itens 4.5.3 e 4.6 da norma PetrobrasN-2737 rev. B;- Soldagem conforme Norma Petrobras N-133 e IEIS específica.- Material conforme Norma Petrobras N-76, padrão Ba;- Fabricação, montagem e controle de qualidade conforme Norma PetrobrasN-115;TRATAMENTO E PINTURATratamento De Superfície- Preparar a superfície conforme o item 3.5 e 3.6 da Norma PetrobrasN-442;- Utilizar métodos que permitam a abertura do perfil de rugosidade de 50a 100 micrometros (jato abrasivo seco/úmido ou hidrojateamento comabrasivos);- Alternativamente, o tratamento pode ser feito através de ferramentasmecânico-rotativas tipo ""wire bristle impact"" ou ""rotary flap"", conformeSSPC SP11. Desde se atinja o grau de limpeza e rugosidades mínimosdeterminados pelo padrão SSPC SP11;- Atender os critérios das tabelas 1 e 2 da norma N-9, na realização dapreparação, mesmo que seja escolhido o SSPC SP11;- Realizar e registrar as medições de rugosidade a cada metro linear detubulação;- Se a pintura for realizada em campo, utilizar o inibidor de ""flashrust"" descrito no item 4.2.2 da norma N-9.Pintura- Aplicar a pintura conforme a Condição 3 da norma N-442;- TINTA DE FUNDO: Aplicar demão única com espessura mínima de películaseca de 300 micrometros do revestimento tipo II, especificado naPETROBRAS N-2912, obrigatoriamente por meio de pistola sem ar;- Aplicar a tinta de fundo no menor tempo possível após o tratamento dasuperfície;- TINTA DE ACABAMENTO: Aplicar uma demão de tinta de poliuretanoacrílico, conforme especificada na PETROBRAS N-2677, por meio de pistolasem ar ou trincha, com espessura mínima de película seca de 70micrometros;- Respeitar criteriosamente os tempos de secagem e entre demãos do fabricante das tintas. Na ausência dessas informações, usar os temposdescritos na norma da tinta;- A alternativa de utilizar a tinta de fundo N-2630 não se aplica a esteserviço;- Realizar todos os testes e emitir os relatórios de controle dequalidade previstos nas normas N-9 e N-13.ParteObjet LINHA-TUBULAÇÃO"
